id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sload,dload,smean,dmean,sinpkt,dinpkt,sjit,djit,udp_packet_rate,sttl,dttl,sloss,dloss,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_src_ltm,ct_srv_dst,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,attack_cat,label,tcp_syn_count,tcp_fin_count,tcp_rst_count,threat_category,flow_id,timestamp,protocol,duration,src_bytes,dst_bytes,src_packets,dst_packets,anomaly_score,suspicion_reason
153.0,26.951,tcp,-,CON,2182.0,1327.0,91690.0,96854.0,110.7,3402.1,3593.71,42.02,72.99,0.0124,0.0203,0.851,0.936,0.0,128.0,128.0,399.0,121.0,4096.0,512.0,0.0,0.0,0.395,0.137,0.06,0.0,0.0,2.0,52.0,47.0,5.0,0.0,8.0,13.0,25.0,0.0,0.0,0.0,1.0,DoS,Attack,1745.0,218.0,218.0,Malicious,,,,,,,,,,
154.0,29.759,tcp,ssh,CON,32.0,15.0,4810.0,1298.0,5.4,161.63,43.62,150.31,86.53,0.93,1.9839,0.089,0.038,0.0,64.0,64.0,0.0,0.0,512.0,2048.0,0.0,0.0,0.245,0.12,0.031,3.0,0.0,4.0,13.0,16.0,8.0,1.0,13.0,30.0,48.0,0.0,0.0,0.0,1.0,Backdoor,Attack,3.0,3.0,0.0,Malicious,,,,,,,,,,
155.0,2.994,udp,ftp,FIN,90.0,62.0,513.0,120.0,77.1,171.34,40.08,5.7,1.94,0.0333,0.0483,0.958,0.368,77.1,255.0,255.0,1.0,0.0,8192.0,512.0,0.0,0.0,0.17,0.038,0.034,2.0,0.0,12.0,89.0,16.0,0.0,5.0,4.0,30.0,40.0,0.0,1.0,0.0,1.0,Exploits,Attack,18.0,18.0,9.0,Malicious,,,,,,,,,,
156.0,20.361,tcp,-,CON,948.0,540.0,133319.0,32915.0,90.3,6547.76,1616.57,140.63,60.95,0.0215,0.0377,0.498,0.476,0.0,128.0,128.0,50.0,14.0,4096.0,2048.0,0.0,0.0,0.417,0.068,0.083,3.0,0.0,9.0,11.0,31.0,0.0,5.0,18.0,4.0,45.0,0.0,0.0,0.0,0.0,DoS,Attack,758.0,94.0,94.0,Malicious,,,,,,,,,,
157.0,6.448,tcp,telnet,CON,139.0,18.0,3353.0,3990.0,35.4,520.01,618.8,24.12,221.67,0.0464,0.3582,0.648,0.594,0.0,64.0,128.0,3.0,0.0,8192.0,2048.0,0.0,0.0,0.198,0.022,0.083,0.0,0.0,9.0,74.0,15.0,6.0,4.0,20.0,40.0,87.0,0.0,0.0,0.0,0.0,Backdoor,Attack,13.0,13.0,0.0,Malicious,,,,,,,,,,
159.0,0.052,tcp,-,SYN,2.0,0.0,333.0,113.0,156.9,6403.85,2173.08,166.5,113.0,0.026,0.052,0.308,0.705,0.0,64.0,255.0,0.0,0.0,1024.0,2048.0,0.0,0.0,0.109,0.138,0.097,0.0,0.0,16.0,48.0,36.0,1.0,5.0,17.0,8.0,37.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
160.0,29.908,tcp,ssh,CON,22.0,14.0,5876.0,2490.0,29.2,196.47,83.26,267.09,177.86,1.3595,2.1363,0.58,0.091,0.0,64.0,128.0,0.0,0.0,512.0,1024.0,0.0,0.0,0.44,0.06,0.017,3.0,0.0,17.0,15.0,48.0,1.0,3.0,15.0,50.0,47.0,0.0,0.0,0.0,0.0,Backdoor,Attack,2.0,2.0,0.0,Malicious,,,,,,,,,,
161.0,17.186,tcp,-,CON,147.0,33.0,4186.0,2982.0,38.4,243.57,173.51,28.48,90.36,0.1169,0.5208,0.403,0.218,0.0,128.0,255.0,5.0,0.0,4096.0,8192.0,0.0,0.0,0.326,0.09,0.018,0.0,0.0,20.0,9.0,16.0,10.0,5.0,10.0,15.0,96.0,0.0,0.0,0.0,0.0,Backdoor,Attack,14.0,14.0,0.0,Malicious,,,,,,,,,,
165.0,10.026,tcp,-,CON,1472.0,1034.0,130830.0,47707.0,130.1,13049.07,4758.33,88.88,46.14,0.0068,0.0097,0.692,0.269,0.0,255.0,255.0,180.0,63.0,8192.0,1024.0,0.0,0.0,0.13,0.042,0.026,1.0,0.0,12.0,98.0,11.0,8.0,4.0,1.0,39.0,42.0,0.0,0.0,0.0,1.0,DoS,Attack,1177.0,147.0,147.0,Malicious,,,,,,,,,,
166.0,53.155,tcp,-,CON,2363.0,979.0,77256.0,20361.0,96.6,1453.41,383.05,32.69,20.8,0.0225,0.0543,0.73,0.638,0.0,64.0,255.0,233.0,48.0,4096.0,4096.0,0.0,0.0,0.445,0.1,0.016,3.0,0.0,5.0,34.0,9.0,3.0,5.0,18.0,35.0,34.0,0.0,0.0,0.0,1.0,DoS,Attack,1890.0,236.0,236.0,Malicious,,,,,,,,,,
167.0,38.223,tcp,-,CON,2972.0,999.0,109659.0,92762.0,135.6,2868.93,2426.86,36.9,92.85,0.0129,0.0383,0.987,0.606,0.0,128.0,255.0,307.0,51.0,8192.0,2048.0,0.0,0.0,0.126,0.029,0.02,3.0,0.0,18.0,43.0,23.0,7.0,2.0,10.0,17.0,30.0,0.0,0.0,0.0,0.0,DoS,Attack,2377.0,297.0,297.0,Malicious,,,,,,,,,,
169.0,38.302,tcp,-,CON,1496.0,275.0,118468.0,37444.0,56.9,3093.0,977.6,79.19,136.16,0.0256,0.1393,0.855,0.704,0.0,128.0,64.0,83.0,7.0,512.0,2048.0,0.0,0.0,0.242,0.029,0.052,2.0,0.0,2.0,46.0,14.0,10.0,1.0,4.0,23.0,100.0,0.0,0.0,0.0,1.0,DoS,Attack,1196.0,149.0,149.0,Malicious,,,,,,,,,,
170.0,12.18,tcp,-,CON,1743.0,747.0,107989.0,120393.0,105.5,8866.09,9884.48,61.96,161.17,0.007,0.0163,0.928,0.428,0.0,255.0,128.0,91.0,19.0,512.0,512.0,0.0,0.0,0.484,0.193,0.086,3.0,0.0,17.0,68.0,11.0,0.0,4.0,3.0,12.0,9.0,0.0,0.0,0.0,0.0,DoS,Attack,1394.0,174.0,174.0,Malicious,,,,,,,,,,
171.0,39.752,tcp,-,CON,1787.0,303.0,59911.0,71217.0,140.5,1507.12,1791.53,33.53,235.04,0.0222,0.1312,0.963,0.944,0.0,128.0,128.0,305.0,25.0,1024.0,1024.0,0.0,0.0,0.079,0.087,0.036,3.0,0.0,8.0,100.0,27.0,0.0,2.0,16.0,46.0,49.0,0.0,0.0,0.0,1.0,DoS,Attack,1429.0,178.0,178.0,Malicious,,,,,,,,,,
172.0,0.018,tcp,-,RST,3.0,2.0,429.0,148.0,798.3,23833.33,8222.22,143.0,74.0,0.006,0.009,0.068,0.026,0.0,255.0,64.0,0.0,0.0,2048.0,2048.0,0.0,0.0,0.076,0.193,0.057,2.0,0.0,13.0,17.0,49.0,5.0,4.0,18.0,7.0,41.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
173.0,9.264,tcp,-,CON,183.0,109.0,18299.0,21740.0,137.7,1975.28,2346.72,99.99,199.45,0.0506,0.085,0.314,0.254,0.0,128.0,255.0,19.0,5.0,2048.0,8192.0,0.0,0.0,0.411,0.177,0.055,0.0,0.0,17.0,6.0,15.0,3.0,5.0,19.0,31.0,35.0,0.0,0.0,0.0,0.0,Worms,Attack,54.0,36.0,18.0,Malicious,,,,,,,,,,
174.0,11.188,tcp,telnet,CON,28.0,6.0,8099.0,2139.0,31.2,723.9,191.19,289.25,356.5,0.3996,1.8647,0.798,0.31,0.0,128.0,255.0,0.0,0.0,512.0,512.0,0.0,0.0,0.233,0.012,0.012,1.0,0.0,10.0,28.0,50.0,2.0,2.0,10.0,21.0,16.0,0.0,0.0,0.0,0.0,Backdoor,Attack,2.0,2.0,0.0,Malicious,,,,,,,,,,
175.0,0.085,tcp,-,SYN,2.0,0.0,155.0,93.0,1342.7,1823.53,1094.12,77.5,93.0,0.0425,0.085,0.354,0.526,0.0,128.0,64.0,0.0,0.0,2048.0,2048.0,0.0,0.0,0.246,0.044,0.042,3.0,0.0,12.0,6.0,26.0,0.0,4.0,18.0,13.0,47.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
176.0,12.574,tcp,-,CON,2259.0,1662.0,71717.0,24734.0,123.4,5703.59,1967.07,31.75,14.88,0.0056,0.0076,0.242,0.672,0.0,64.0,255.0,446.0,164.0,4096.0,8192.0,0.0,0.0,0.383,0.055,0.074,1.0,0.0,9.0,68.0,39.0,6.0,1.0,18.0,49.0,94.0,0.0,0.0,0.0,0.0,DoS,Attack,1807.0,225.0,225.0,Malicious,,,,,,,,,,
177.0,0.071,tcp,-,RST,6.0,3.0,112.0,28.0,1128.5,1577.46,394.37,18.67,9.33,0.0118,0.0237,0.709,0.871,0.0,255.0,128.0,0.0,0.0,1024.0,2048.0,0.0,0.0,0.36,0.162,0.037,1.0,0.0,3.0,66.0,41.0,1.0,4.0,17.0,13.0,100.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
178.0,0.011,tcp,-,FIN,8.0,2.0,168.0,169.0,245.2,15272.73,15363.64,21.0,84.5,0.0014,0.0055,0.279,0.93,0.0,255.0,128.0,0.0,0.0,4096.0,512.0,0.0,0.0,0.134,0.158,0.083,2.0,0.0,11.0,87.0,8.0,6.0,4.0,10.0,47.0,89.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
179.0,0.078,tcp,-,RST,2.0,0.0,331.0,166.0,599.9,4243.59,2128.21,165.5,166.0,0.039,0.078,0.36,0.088,0.0,255.0,64.0,0.0,0.0,2048.0,8192.0,0.0,0.0,0.469,0.115,0.034,2.0,0.0,3.0,33.0,13.0,10.0,4.0,9.0,9.0,81.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
180.0,32.967,tcp,-,CON,1853.0,1182.0,80123.0,52811.0,197.0,2430.4,1601.94,43.24,44.68,0.0178,0.0279,0.329,0.633,0.0,128.0,255.0,229.0,73.0,4096.0,4096.0,0.0,0.0,0.128,0.024,0.017,1.0,0.0,3.0,76.0,45.0,10.0,1.0,4.0,45.0,99.0,0.0,0.0,0.0,1.0,DoS,Attack,1482.0,185.0,185.0,Malicious,,,,,,,,,,
181.0,12.043,tcp,-,CON,1528.0,521.0,128081.0,48287.0,63.3,10635.31,4009.55,83.82,92.68,0.0079,0.0231,0.461,0.206,0.0,64.0,128.0,104.0,17.0,4096.0,512.0,0.0,0.0,0.188,0.106,0.071,3.0,0.0,12.0,82.0,30.0,2.0,3.0,6.0,47.0,67.0,0.0,0.0,0.0,1.0,DoS,Attack,1222.0,152.0,152.0,Malicious,,,,,,,,,,
182.0,38.164,tcp,-,CON,2423.0,1781.0,130878.0,105280.0,131.0,3429.36,2758.62,54.01,59.11,0.0158,0.0214,0.943,0.599,0.0,255.0,64.0,194.0,71.0,4096.0,4096.0,0.0,0.0,0.35,0.177,0.064,3.0,0.0,17.0,33.0,36.0,0.0,5.0,4.0,44.0,69.0,0.0,0.0,0.0,1.0,DoS,Attack,1938.0,242.0,242.0,Malicious,,,,,,,,,,
183.0,56.148,tcp,-,CON,974.0,600.0,61368.0,48300.0,54.9,1092.97,860.23,63.01,80.5,0.0576,0.0936,0.248,0.578,0.0,64.0,255.0,182.0,56.0,2048.0,8192.0,0.0,0.0,0.091,0.016,0.035,3.0,0.0,15.0,98.0,4.0,3.0,2.0,18.0,9.0,37.0,0.0,0.0,0.0,1.0,DoS,Attack,779.0,97.0,97.0,Malicious,,,,,,,,,,
184.0,42.935,tcp,-,CON,1015.0,539.0,82679.0,69650.0,54.0,1925.68,1622.22,81.46,129.22,0.0423,0.0797,0.94,0.575,0.0,128.0,64.0,139.0,37.0,512.0,4096.0,0.0,0.0,0.2,0.132,0.049,0.0,0.0,16.0,29.0,13.0,7.0,2.0,10.0,15.0,29.0,0.0,0.0,0.0,0.0,DoS,Attack,812.0,101.0,101.0,Malicious,,,,,,,,,,
185.0,24.722,tcp,-,CON,1480.0,345.0,75336.0,38942.0,75.4,3047.33,1575.2,50.9,112.88,0.0167,0.0717,0.936,0.696,0.0,255.0,64.0,197.0,23.0,4096.0,512.0,0.0,0.0,0.289,0.028,0.063,1.0,0.0,19.0,77.0,3.0,9.0,0.0,14.0,43.0,75.0,0.0,0.0,0.0,1.0,DoS,Attack,1184.0,148.0,148.0,Malicious,,,,,,,,,,
186.0,1.181,tcp,ftp,FIN,72.0,28.0,797.0,606.0,57.1,674.85,513.12,11.07,21.64,0.0164,0.0422,0.86,0.723,0.0,255.0,255.0,0.0,0.0,8192.0,512.0,0.0,0.0,0.043,0.144,0.057,0.0,0.0,7.0,98.0,38.0,10.0,4.0,7.0,31.0,27.0,0.0,2.0,0.0,1.0,Exploits,Attack,14.0,14.0,7.0,Malicious,,,,,,,,,,
187.0,25.628,tcp,ssh,CON,138.0,39.0,1804.0,1099.0,29.8,70.39,42.88,13.07,28.18,0.1857,0.6571,0.294,0.948,0.0,255.0,64.0,3.0,0.0,4096.0,1024.0,0.0,0.0,0.384,0.037,0.088,0.0,0.0,16.0,34.0,22.0,9.0,5.0,13.0,42.0,11.0,0.0,0.0,0.0,1.0,Backdoor,Attack,13.0,13.0,0.0,Malicious,,,,,,,,,,
188.0,33.674,tcp,-,CON,1812.0,770.0,127756.0,76462.0,142.4,3793.91,2270.65,70.51,99.3,0.0186,0.0437,0.045,0.375,0.0,255.0,255.0,263.0,55.0,1024.0,1024.0,0.0,0.0,0.317,0.106,0.086,1.0,0.0,6.0,53.0,2.0,2.0,5.0,11.0,27.0,86.0,0.0,0.0,0.0,0.0,DoS,Attack,1449.0,181.0,181.0,Malicious,,,,,,,,,,
189.0,55.662,tcp,-,CON,2029.0,210.0,135627.0,135395.0,147.5,2436.62,2432.45,66.84,644.74,0.0274,0.2651,0.796,0.89,0.0,64.0,128.0,315.0,16.0,8192.0,8192.0,0.0,0.0,0.176,0.081,0.014,0.0,0.0,3.0,69.0,14.0,8.0,2.0,5.0,23.0,9.0,0.0,0.0,0.0,0.0,DoS,Attack,1623.0,202.0,202.0,Malicious,,,,,,,,,,
190.0,35.584,tcp,-,CON,2274.0,275.0,143033.0,92601.0,129.9,4019.59,2602.32,62.9,336.73,0.0156,0.1294,0.269,0.377,0.0,255.0,255.0,196.0,11.0,2048.0,8192.0,0.0,0.0,0.02,0.071,0.025,0.0,0.0,17.0,25.0,6.0,3.0,5.0,14.0,32.0,72.0,0.0,0.0,0.0,0.0,DoS,Attack,1819.0,227.0,227.0,Malicious,,,,,,,,,,
191.0,28.614,tcp,-,CON,1996.0,1126.0,137476.0,66527.0,95.8,4804.5,2324.98,68.88,59.08,0.0143,0.0254,0.448,0.994,0.0,64.0,128.0,245.0,69.0,1024.0,2048.0,0.0,0.0,0.096,0.013,0.052,3.0,0.0,8.0,10.0,29.0,8.0,0.0,2.0,42.0,70.0,0.0,0.0,0.0,0.0,DoS,Attack,1596.0,199.0,199.0,Malicious,,,,,,,,,,
193.0,0.099,tcp,-,SYN,8.0,5.0,360.0,375.0,1089.8,3636.36,3787.88,45.0,75.0,0.0124,0.0198,0.624,0.089,0.0,255.0,255.0,0.0,0.0,8192.0,1024.0,0.0,0.0,0.38,0.034,0.083,1.0,0.0,14.0,65.0,4.0,1.0,4.0,5.0,20.0,22.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
194.0,34.337,tcp,-,CON,2299.0,1245.0,74377.0,40913.0,146.8,2166.09,1191.51,32.35,32.86,0.0149,0.0276,0.864,0.23,0.0,128.0,128.0,345.0,93.0,4096.0,8192.0,0.0,0.0,0.255,0.119,0.078,3.0,0.0,5.0,25.0,19.0,3.0,0.0,19.0,48.0,70.0,0.0,0.0,0.0,0.0,DoS,Attack,1839.0,229.0,229.0,Malicious,,,,,,,,,,
196.0,2.896,udp,-,FIN,37.0,23.0,3341.0,3674.0,12.0,1153.66,1268.65,90.3,159.74,0.0783,0.1259,0.963,0.56,12.0,255.0,128.0,2.0,0.0,4096.0,1024.0,0.0,0.0,0.469,0.02,0.045,2.0,0.0,13.0,24.0,49.0,8.0,3.0,8.0,15.0,39.0,0.0,0.0,0.0,0.0,Exploits,Attack,7.0,7.0,3.0,Malicious,,,,,,,,,,
199.0,12.405,tcp,-,CON,1872.0,370.0,66832.0,63523.0,169.9,5387.51,5120.76,35.7,171.68,0.0066,0.0335,0.186,0.236,0.0,255.0,128.0,325.0,32.0,2048.0,8192.0,0.0,0.0,0.321,0.182,0.035,0.0,0.0,20.0,95.0,7.0,3.0,5.0,7.0,17.0,85.0,0.0,0.0,0.0,0.0,DoS,Attack,1497.0,187.0,187.0,Malicious,,,,,,,,,,
201.0,16.402,tcp,-,CON,2642.0,1004.0,47415.0,39870.0,77.3,2890.81,2430.8,17.95,39.71,0.0062,0.0163,0.897,0.474,0.0,255.0,255.0,269.0,51.0,512.0,8192.0,0.0,0.0,0.337,0.043,0.023,0.0,0.0,12.0,69.0,28.0,10.0,2.0,3.0,33.0,83.0,0.0,0.0,0.0,1.0,DoS,Attack,2113.0,264.0,264.0,Malicious,,,,,,,,,,
202.0,0.004,tcp,-,RST,1.0,0.0,344.0,367.0,1481.6,86000.0,91750.0,344.0,367.0,0.004,0.004,0.743,0.425,0.0,64.0,255.0,0.0,0.0,512.0,8192.0,0.0,0.0,0.18,0.08,0.099,3.0,0.0,15.0,75.0,36.0,0.0,3.0,19.0,42.0,25.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
203.0,36.112,tcp,-,CON,2095.0,526.0,139692.0,91814.0,176.3,3868.3,2542.48,66.68,174.55,0.0172,0.0687,0.411,0.7,0.0,64.0,128.0,165.0,20.0,512.0,512.0,0.0,0.0,0.078,0.035,0.097,1.0,0.0,9.0,37.0,39.0,3.0,5.0,11.0,14.0,88.0,0.0,0.0,0.0,1.0,DoS,Attack,1676.0,209.0,209.0,Malicious,,,,,,,,,,
204.0,11.966,tcp,-,CON,2796.0,1221.0,68221.0,19221.0,181.0,5701.24,1606.3,24.4,15.74,0.0043,0.0098,0.061,0.277,0.0,255.0,255.0,526.0,114.0,4096.0,4096.0,0.0,0.0,0.405,0.152,0.023,3.0,0.0,19.0,35.0,21.0,3.0,0.0,9.0,29.0,32.0,0.0,0.0,0.0,1.0,DoS,Attack,2236.0,279.0,279.0,Malicious,,,,,,,,,,
205.0,0.011,tcp,-,SYN,3.0,0.0,315.0,373.0,1933.7,28636.36,33909.09,105.0,373.0,0.0037,0.011,0.005,0.952,0.0,255.0,64.0,0.0,0.0,2048.0,4096.0,0.0,0.0,0.323,0.175,0.048,1.0,0.0,12.0,87.0,37.0,7.0,3.0,10.0,50.0,49.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
206.0,0.06,tcp,-,RST,6.0,2.0,170.0,139.0,1300.0,2833.33,2316.67,28.33,69.5,0.01,0.03,0.733,0.132,0.0,255.0,255.0,0.0,0.0,8192.0,1024.0,0.0,0.0,0.361,0.183,0.022,2.0,0.0,12.0,37.0,25.0,6.0,2.0,20.0,4.0,81.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
208.0,0.049,tcp,-,FIN,5.0,1.0,66.0,74.0,1111.3,1346.94,1510.2,13.2,74.0,0.0098,0.049,0.581,0.09,0.0,128.0,255.0,0.0,0.0,4096.0,2048.0,0.0,0.0,0.362,0.086,0.098,0.0,0.0,7.0,37.0,23.0,0.0,5.0,11.0,18.0,16.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
209.0,6.786,tcp,-,CON,53.0,37.0,24309.0,13622.0,33.6,3582.23,2007.37,458.66,368.16,0.128,0.1834,0.408,0.759,0.0,255.0,255.0,6.0,2.0,8192.0,4096.0,0.0,0.0,0.453,0.054,0.082,2.0,0.0,1.0,82.0,18.0,7.0,3.0,8.0,23.0,71.0,0.0,0.0,0.0,1.0,Worms,Attack,15.0,10.0,5.0,Malicious,,,,,,,,,,
210.0,44.402,tcp,-,CON,1453.0,774.0,102052.0,105979.0,113.9,2298.36,2386.81,70.24,136.92,0.0306,0.0574,0.397,0.892,0.0,255.0,64.0,121.0,32.0,2048.0,8192.0,0.0,0.0,0.082,0.108,0.027,2.0,0.0,3.0,97.0,16.0,10.0,2.0,8.0,13.0,19.0,0.0,0.0,0.0,0.0,DoS,Attack,1162.0,145.0,145.0,Malicious,,,,,,,,,,
212.0,0.014,tcp,-,SYN,2.0,0.0,291.0,247.0,1640.3,20785.71,17642.86,145.5,247.0,0.007,0.014,0.614,0.86,0.0,255.0,255.0,0.0,0.0,1024.0,2048.0,0.0,0.0,0.202,0.192,0.018,2.0,0.0,6.0,51.0,40.0,4.0,4.0,11.0,33.0,66.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
213.0,0.04,tcp,-,RST,6.0,1.0,340.0,325.0,1910.0,8500.0,8125.0,56.67,325.0,0.0067,0.04,0.908,0.724,0.0,255.0,128.0,0.0,0.0,1024.0,1024.0,0.0,0.0,0.377,0.038,0.015,3.0,0.0,18.0,91.0,15.0,8.0,4.0,12.0,5.0,51.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,1.0,Malicious,,,,,,,,,,
214.0,0.868,tcp,https,CON,74.0,51.0,3788.0,4339.0,86.5,4364.06,4998.85,51.19,85.08,0.0117,0.017,0.462,0.412,0.0,255.0,64.0,4.0,1.0,4096.0,1024.0,0.0,0.0,0.329,0.114,0.011,1.0,812.0,8.0,71.0,21.0,4.0,3.0,15.0,35.0,84.0,0.0,0.0,2.0,1.0,Exploits,Attack,14.0,14.0,7.0,Malicious,,,,,,,,,,
215.0,37.905,tcp,-,CON,1636.0,237.0,64353.0,74806.0,87.8,1697.74,1973.51,39.34,315.64,0.0232,0.1599,0.301,0.285,0.0,64.0,64.0,203.0,14.0,2048.0,2048.0,0.0,0.0,0.028,0.126,0.053,1.0,0.0,2.0,31.0,37.0,1.0,0.0,16.0,5.0,98.0,0.0,0.0,0.0,0.0,DoS,Attack,1308.0,163.0,163.0,Malicious,,,,,,,,,,
216.0,8.594,tcp,-,CON,396.0,215.0,24433.0,12829.0,110.8,2843.03,1492.79,61.7,59.67,0.0217,0.04,0.175,0.856,0.0,255.0,255.0,11.0,3.0,2048.0,4096.0,0.0,0.0,0.121,0.169,0.032,1.0,0.0,3.0,65.0,48.0,5.0,0.0,4.0,28.0,30.0,0.0,0.0,0.0,0.0,Worms,Attack,118.0,79.0,39.0,Malicious,,,,,,,,,,
220.0,0.067,tcp,-,SYN,5.0,1.0,239.0,203.0,1112.6,3567.16,3029.85,47.8,203.0,0.0134,0.067,0.324,0.333,0.0,255.0,128.0,0.0,0.0,2048.0,512.0,0.0,0.0,0.338,0.199,0.068,2.0,0.0,10.0,21.0,46.0,10.0,1.0,12.0,33.0,29.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
221.0,0.018,tcp,-,SYN,4.0,1.0,146.0,136.0,1361.2,8111.11,7555.56,36.5,136.0,0.0045,0.018,0.475,0.844,0.0,64.0,128.0,0.0,0.0,512.0,8192.0,0.0,0.0,0.405,0.121,0.087,0.0,0.0,11.0,99.0,40.0,2.0,4.0,13.0,10.0,21.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
222.0,0.671,tcp,http,FIN,91.0,54.0,3706.0,1005.0,11.1,5523.1,1497.76,40.73,18.61,0.0074,0.0124,0.738,0.353,0.0,128.0,128.0,8.0,2.0,1024.0,4096.0,0.0,0.0,0.155,0.076,0.079,1.0,840.0,17.0,100.0,40.0,7.0,5.0,2.0,46.0,18.0,0.0,0.0,1.0,1.0,Exploits,Attack,18.0,18.0,9.0,Malicious,,,,,,,,,,
223.0,0.005,tcp,-,FIN,1.0,0.0,144.0,91.0,1478.0,28800.0,18200.0,144.0,91.0,0.005,0.005,0.487,0.873,0.0,128.0,255.0,0.0,0.0,1024.0,512.0,0.0,0.0,0.451,0.09,0.031,3.0,0.0,4.0,44.0,46.0,1.0,4.0,6.0,3.0,32.0,0.0,0.0,0.0,1.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
224.0,0.056,tcp,-,SYN,2.0,0.0,155.0,40.0,1168.4,2767.86,714.29,77.5,40.0,0.028,0.056,0.958,0.175,0.0,64.0,64.0,0.0,0.0,4096.0,512.0,0.0,0.0,0.348,0.048,0.056,2.0,0.0,18.0,74.0,24.0,7.0,4.0,5.0,40.0,12.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,0.0,0.0,Malicious,,,,,,,,,,
225.0,4.931,tcp,ssh,CON,26.0,12.0,3737.0,1150.0,71.7,757.86,233.22,143.73,95.83,0.1897,0.4109,0.965,0.488,0.0,64.0,128.0,0.0,0.0,4096.0,1024.0,0.0,0.0,0.084,0.075,0.044,2.0,0.0,2.0,2.0,20.0,9.0,4.0,4.0,22.0,37.0,0.0,0.0,0.0,1.0,Exploits,Attack,5.0,5.0,2.0,Malicious,,,,,,,,,,
226.0,39.415,tcp,-,CON,2949.0,1980.0,100046.0,91420.0,185.0,2538.27,2319.42,33.93,46.17,0.0134,0.0199,0.54,0.439,0.0,64.0,64.0,423.0,142.0,1024.0,8192.0,0.0,0.0,0.293,0.078,0.042,0.0,0.0,6.0,1.0,27.0,7.0,5.0,20.0,31.0,38.0,0.0,0.0,0.0,0.0,DoS,Attack,2359.0,294.0,294.0,Malicious,,,,,,,,,,
227.0,35.605,tcp,-,CON,646.0,222.0,92270.0,34542.0,153.6,2591.49,970.14,142.83,155.59,0.0551,0.1604,0.937,0.138,0.0,255.0,64.0,69.0,11.0,512.0,512.0,0.0,0.0,0.177,0.032,0.093,0.0,0.0,8.0,9.0,3.0,5.0,0.0,17.0,16.0,36.0,0.0,0.0,0.0,1.0,DoS,Attack,516.0,64.0,64.0,Malicious,,,,,,,,,,
229.0,0.024,tcp,-,FIN,3.0,1.0,119.0,85.0,740.3,4958.33,3541.67,39.67,85.0,0.008,0.024,0.829,0.431,0.0,255.0,128.0,0.0,0.0,8192.0,2048.0,0.0,0.0,0.132,0.127,0.072,0.0,0.0,12.0,40.0,12.0,3.0,2.0,16.0,13.0,29.0,0.0,0.0,0.0,0.0,Reconnaissance,Attack,1.0,1.0,0.0,Malicious,,,,,,,,,,
230.0,27.514,tcp,-,CON,117.0,34.0,1074.0,1098.0,28.8,39.03,39.91,9.18,32.29,0.2352,0.8092,0.498,0.067,0.0,64.0,255.0,4.0,0.0,512.0,4096.0,0.0,0.0,0.209,0.105,0.073,1.0,0.0,10.0,4.0,3.0,5.0,0.0,10.0,23.0,48.0,0.0,0.0,0.0,1.0,Backdoor,Attack,11.0,11.0,0.0,Malicious,,,,,,,,,,
